Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg)
AAL,AMERICAN,7/1/2022 0:00,2022,7,PLS,TOBASIA,PUERTO LOPEZ,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PLS,TOBASIA,PUERTO LOPEZ,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,9.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PNS,PENSACALA REGIONAL,PENSACOLA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,27.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PNS,PENSACALA REGIONAL,PENSACOLA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,13.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,POP,PUERTO PLATA,PUERTO PLATA,REPUBLICA DOMINICANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,16.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,R,4.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PTY,TOCUMEN INTL,PANAMA,PANAMA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,R,4.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,7.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PVD,THEODORE FRANCIS,PROVIDENCE,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,PWM,INTER IETPORT,PORTLAND,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,4.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,23.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,80.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,REC,GUARARAPES/PERMAMBUCO,RECIFE,BRASIL,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,9.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,5.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,RNO,RENO INTER,RENO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,8.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,ROC,MONREO CONUTRY,ROCHETER,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,RSW,SOUTHWEST,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,89.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,7.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAP,LA MESA,SAN PEDRO SULA,HONDURAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,42.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAT,"SAN ANTONIO / INTL, TX.",SAN ANTONIO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAT,"SAN ANTONIO / INTL, TX.",SAN ANTONIO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,76.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SAV,HILTON HEAD INTERNATIONAL,GEORGIA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,33.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SDF,LOUIS VILLE / STANDIFORD,KENTUCKY,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SDF,LOUIS VILLE / STANDIFORD,KENTUCKY,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,12.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,129.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,114.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,52.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,199.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,46.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SIN,LA CEIBA - META,SAN MARTIN,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJD,SAN JOSE DEL CABO / INTL,SAN JOSE DEL CABO,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,15.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,56.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,3.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,23.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,36.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,I,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SMF,SACRAMENTO,SACRAMENTO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,26.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SNA,JOHN WAYNE,SANTA ANA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,9.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SNA,JOHN WAYNE,SANTA ANA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,3.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,STI,CIBAO INTERNATIONAL,SANTIAGO DE LOS CABALLEROS,REPUBLICA DOMINICANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,43.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,STL,ST. LOUIS,SAINT LOUIS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,77.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,STL,ST. LOUIS,SAINT LOUIS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,24.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SXM,PRINCESS JULIANA INTL,SAN MARTIN,ANTILLAS HOLANDESAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,31.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SXM,PRINCESS JULIANA INTL,SAN MARTIN,ANTILLAS HOLANDESAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,SYD,KINGSFORD SMITH,SYDNEY,AUSTRALIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TGU,TONCONTIN,TEGUCIGALPA,HONDURAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,5.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLH,REGIONAL,FLORIDA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLH,REGIONAL,FLORIDA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,18.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLV,BEN GURION,TEL AVIV,ISRAEL,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,5.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLV,BEN GURION,TEL AVIV,ISRAEL,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLV,BEN GURION,TEL AVIV,ISRAEL,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,118.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TLV,BEN GURION,TEL AVIV,ISRAEL,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,88.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,41.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TUL,TULSA INTERNACIONAL,OKLAHOMA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,77.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TUL,TULSA INTERNACIONAL,OKLAHOMA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,1.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TUS,TUCSON INTERNATIONAL AIRPORT,ARIZONA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,109.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TUS,TUCSON INTERNATIONAL AIRPORT,ARIZONA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,9.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,TYS,MC GHEE TYSO,KNOXVILLE,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,4.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,XNA,FAYETTEVELLI,ARKANSAS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,38.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,XNA,FAYETTEVELLI,ARKANSAS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,7.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YEG,EDMONTON INTER,EDMONTON,CANADA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,52.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,12.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,17.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,R,69.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,R,98.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,11.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,39.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,6.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,112.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,R,23.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,50.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,R,19.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,R,62.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,34.00,0.00
AAL,AMERICAN,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,I,R,3.00,0.00
ACA,AIR CANADA,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,8151.00,263195.00
ACA,AIR CANADA,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,8889.00,194079.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,ACR,ARARACUARA,ARARACUARA,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,0.00,3000.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,C,0.00,3060.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,C,0.00,9790.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,C,0.00,1720.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,C,0.00,2530.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CCS,SIMON BOLIVAR INTL,CARACAS,VENEZUELA,I,C,0.00,43361.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,C,0.00,15978.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,C,0.00,15660.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,0.00,327085.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,R,0.00,186567.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,0.00,502325.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,C,0.00,18430.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,0.00,55603.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,0.00,221621.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,C,0.00,2750.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CCS,SIMON BOLIVAR INTL,CARACAS,VENEZUELA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,C,0.00,3560.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,C,0.00,4340.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,C,0.00,2188.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,C,0.00,200625.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,C,0.00,4730.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,101729.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,IQT,CORONEL FAP FRANCISCO SECADA VIGNET,IQUITOS,PERU,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,186684.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,ACR,ARARACUARA,ARARACUARA,COLOMBIA,N,T,0.00,6000.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,0.00,214706.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,24913.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,C,0.00,5940.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,C,0.00,4330.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,0.00,8100.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,54031.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,0.00,10680.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,PTY,TOCUMEN INTL,PANAMA,PANAMA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,45920.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,N,T,0.00,8200.00
ACL,AER CARIBE S.A.,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,0.00,30900.00
