Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg)
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,0.00,261445.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,MVD,CARRASCO,MONTEVIDEO,URUGUAY,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,92380.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,PTY,TOCUMEN INTL,PANAMA,PANAMA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,230008.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,0.00,7975.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,804146.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,822.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,R,0.00,29021.00
TPA,TAMPA CARGO S.A.S,7/1/2022 0:00,2022,7,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,0.00,458934.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,355.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BCN,BARCELONA,BARCELONA,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,12.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BER,BECERRIL,BECERRIL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,9.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BJX,GUANAJUATO /INTL,LEON,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AKL,AUCKLAND,AUCKLAND,NUEVA ZELANDA,I,R,2.00,67.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,I,R,171.00,1.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ARN,ARLAND,ESTOCOLMO,SUECIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,R,58.00,3.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BER,BECERRIL,BECERRIL,COLOMBIA,N,R,6.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BFS,INTERNATIONAL BELFAST,BELFAST,IRLANDA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BJX,GUANAJUATO /INTL,LEON,MEXICO,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BRU,BRUXELLES,BRUSELAS,BELGICA,I,R,31.00,1.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BZE,PHILIP S W GOLDSON INTL,BELIZE,BELIZE,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,R,142.00,5.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CZM,COZUMEL INTL,COZUMEL,MEXICO,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DBV,DUBROVNIK,DUBROVICK,CROACIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DUB,DUBLIN,DUBLIN,IRLANDA,I,R,33.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,R,2670.00,5372.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FCO,FIUMIFINO,ROMA,ITALIA,I,R,20.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,R,98.00,422.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GDL,DON MIGUEL HIDALGO Y COSTILLA INTL,GUADALAJARA,MEXICO,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GVA,SESTRI,GENOVA,ITALIA,I,R,17.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IAH,WILLAM P HOBBY TX,HOUSTON,ESTADOS UNIDOS,I,R,6196.00,4874.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,KEF,REYKJAVIK,KEFLAVIK,ISLANDIA,I,R,5.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,R,144.00,2227.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LIS,LISBOA,LISBOA,PORTUGAL,I,R,5.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,R,16.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,4.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MTY,GENERAL MARIANO ESCOBEDO INTL,MONTERREY,MEXICO,I,R,18.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,R,71.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,R,17.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NAP,CAPODICHINO,NAPOLES,ITALIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NCE,COTE D'AZUR,NICE,FRANCIA,I,R,6.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,R,47.00,46838.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PDL,PONTA  DELGADA,NORDELA,PORTUGAL,I,R,5.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,0.00,48.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJD,SAN JOSE DEL CABO / INTL,SAN JOSE DEL CABO,MEXICO,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,TLV,BEN GURION,TEL AVIV,ISRAEL,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VCE,TESSERA,VENECIA,ITALIA,I,R,9.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YOW,"OTTAWA/MACDONALD - CARTIER INTL,",OTAWA,CANADA,I,R,16.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YQB,QUEBEC,QUEBEC,CANADA,I,R,19.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,R,59.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,I,R,80.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,I,R,65.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,21.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ZRH,ZURICH,ZURICH,SUIZA,I,R,8.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,BRU,BRUXELLES,BRUSELAS,BELGICA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,12.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,95.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,CUN,CANCUN INTL,CANCUN,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,CZM,COZUMEL INTL,COZUMEL,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,DEL,DELICIAS,YOPAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,DUB,DUBLIN,DUBLIN,IRLANDA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,25.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3081.00,594.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,FCO,FIUMIFINO,ROMA,ITALIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,43.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,GVA,SESTRI,GENOVA,ITALIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,IAH,WILLAM P HOBBY TX,HOUSTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,6619.00,2481.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,JNB,INTER JOHANNESBURG,JOHANNESBURG,SURAFRICA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,KEF,REYKJAVIK,KEFLAVIK,ISLANDIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,LHR,HEATHROW,LONDRES,INGLATERRA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,85.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,LIS,LISBOA,LISBOA,PORTUGAL,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,MAD,BARAJAS,MADRID,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,4.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,MTY,GENERAL MARIANO ESCOBEDO INTL,MONTERREY,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,17.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,12.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,MXP,MALPENSA,MILANO,ITALIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,17.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,NCE,COTE D'AZUR,NICE,FRANCIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,NRT,NARITA,TOKIO,JAPON,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,47.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,OPO,PORTO,PORTO,PORTUGAL,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,PTY,TOCUMEN INTL,PANAMA,PANAMA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,PVG,PU DONG,SHANGHAI,CHINA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,2.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,4.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,SNN,SHANNON,LIMERICK,IRLANDA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,10.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YOW,"OTTAWA/MACDONALD - CARTIER INTL,",OTAWA,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,5.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YQB,QUEBEC,QUEBEC,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,30.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,110.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,109.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,112.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,60.00,0.00
UAL,UNITED AIR LINES INC,7/1/2022 0:00,2022,7,ZRH,ZURICH,ZURICH,SUIZA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,1.00,0.00
UCG,UNIWORLD AIR CARGO,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,C,0.00,18305.00
UCG,UNIWORLD AIR CARGO,7/1/2022 0:00,2022,7,MAR,LA CHINITA INTL,MARACAIBO,VENEZUELA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,C,0.00,21610.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,4794.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,4701.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,R,4745.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,6281.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,9478.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,16136.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,7327.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,R,4804.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,6634.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,2932.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,4337.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,2131.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,9689.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,2733.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,10346.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,R,4268.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,15875.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,4328.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,10539.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,8436.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,3965.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,2531.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,7738.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,1995.00,0.00
ULS,ULTRA AIR S.A.S.,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,8681.00,0.00
